line_id,order_id,book_id,price
406,1271,2913,4.66
407,2202,4229,4.02
408,4210,9631,14.49
409,5366,280,19.05
410,6257,7640,11.52
411,8304,9130,7.49
412,9327,4565,18.56
413,10350,4565,5.34
414,10861,1148,14.3
415,1646,2966,3.74
416,2101,1511,2.36
417,2246,2022,11.1
418,65,2552,9.64
419,2283,8035,3.29
420,4160,7307,15.79
421,6207,10887,10.46
422,8254,7574,16.68
423,9277,1416,2.69
424,10300,3243,1.06
425,10811,4357,15.97
426,11322,9087,13.77
427,2248,11054,18.03
428,344,5857,18.55
429,1321,655,10.23
430,4439,4233,7.36
431,5416,7771,7.77
432,6486,9415,1.32
433,8533,8812,15.23
434,9556,4795,17.41
435,10579,673,13.8
436,2410,2997,5.52
437,1609,6378,0.75
438,1807,5201,4.5
439,406,8032,18.7
440,4501,5662,14.79
441,6548,1910,12.78
442,8595,7576,9.74
443,9618,4365,10.01
444,1812,3617,2.48
445,488,7174,17.04
446,4583,3626,1.46
447,6630,4318,14.42
448,8677,4904,0.82
449,9700,9808,5.71
450,646,8705,1.11
451,1647,10355,9.74
452,4741,7141,14.98
453,6788,9107,16.92
454,8835,8623,6.73
455,561,3988,15.64
456,4656,9293,16.59
457,6703,7150,14.48
458,8750,7713,5.86
459,9773,4299,1.04
460,1537,1136,7.07
461,1205,5146,5.02
462,5300,9662,11.76
463,1556,3740,18.32
464,2185,6354,2.15
465,1215,9179,16.04
466,5310,5957,5.41
467,2157,8316,18.5
468,2195,4257,2.76
469,2310,6024,5.87
470,984,9378,6.68
471,5079,1576,14.12
472,7126,1165,8.11
473,1596,7952,7.12
474,774,7076,2.23
475,4869,7242,18.38
476,6916,7147,9.09
477,8963,3859,7.39
478,1540,8985,18.58
479,627,2464,6.42
480,2330,10458,14.74
481,4722,9624,2.28
482,6769,10859,10.74
483,8816,8431,3.54
484,938,6821,10.67
485,987,9217,10.83
486,5033,2465,9.67
487,5082,8380,6.3
488,7080,3519,12.72
489,7129,2571,4.94
490,1997,6038,19.44
491,2004,2581,4.88
492,2315,5824,17.71
493,1775,9530,12.53
494,388,6275,18.79
495,4483,70,4.25
496,6530,483,11.59
497,8577,8532,1.92
498,9600,2004,12.24
499,10623,5786,15.28
500,1256,2883,0.08
501,1322,2708,4.08
502,2403,3235,16.83
503,5351,3719,2.94
504,5417,8159,4.5
505,2284,10296,19.03
506,1399,10920,1.05
507,5494,3546,8.72
508,809,2478,16.13
509,4904,4042,7.95
510,6951,9989,5.93
511,8998,8773,1.06
512,2347,10017,6.84
513,2255,110,0.45
514,2353,934,7.03
515,2367,5623,9.45
516,617,9426,16.36
517,1400,6099,5.74
518,4712,8787,1.77
519,5495,804,1.93
520,6759,2949,0.72
521,8806,4280,16.31
522,680,10267,3.36
523,4775,792,17.04
524,6822,521,13.56
525,8869,2767,4.2
526,1206,3383,17.8
527,2404,5986,0.4
528,5301,5397,7.31
529,320,4153,15.39
530,2448,8089,6.54
531,4415,5050,5.77
532,6462,892,10.71
533,8509,4866,11.6
534,9532,6534,3.94
535,10555,2474,10.42
536,93,10444,2.6
537,4188,9275,15.56
538,6235,4342,12.33
539,8282,10145,14.19
540,9305,9040,18.67
541,10328,2559,6.99
542,10839,634,4.74
543,11350,147,7.11
544,1453,8206,12.43
545,5548,9954,12.17
546,1977,4003,19.45
547,259,8718,0.0
548,1823,7229,4.96
549,4354,3250,14.31
550,6401,7814,7.29
551,8448,7950,9.59
552,9471,2837,16.71
553,10494,4594,11.15
554,11005,6119,1.53
555,559,8149,8.65
556,4654,10754,10.69
557,6701,8590,5.15
558,8748,10798,1.61
559,9771,5465,4.28
560,1291,6648,6.89
561,1530,10359,12.42
562,5386,3470,13.93
563,53,6075,12.82
564,1283,6305,18.21
565,4148,9489,10.65
566,5378,1151,18.4
567,6195,3214,13.7
568,8242,6207,14.69
569,9265,11126,15.91
570,10288,10889,10.12
571,10799,6617,9.1
572,11310,5471,1.86
573,71,11018,13.44
574,4166,4333,18.62
575,6213,5415,12.8
576,8260,8244,15.69
577,9283,7773,2.8
578,10306,6726,12.05
579,10817,2205,3.68
580,11328,3612,1.43
581,5,4266,14.05
582,1016,4037,14.12
583,1745,4926,1.9
584,4100,1629,8.94
585,5111,8855,12.77
586,6147,8952,2.15
587,7158,1370,5.87
588,8194,1099,12.26
589,9217,8549,0.06
590,10240,7890,10.74
591,10751,6216,3.63
592,11262,2587,12.35
593,11389,4328,1.86
594,1076,3315,4.21
595,5171,1771,3.28
596,7218,3807,4.38
597,2143,760,13.69
598,386,2429,0.75
599,1506,5927,11.02
600,4481,1738,2.56
601,6528,1919,9.55
602,8575,9688,18.41
603,9598,11031,3.9
604,10621,11,8.39
605,1648,1060,4.35
606,1160,8912,7.06
607,1790,4026,15.0
608,5255,7402,1.51
609,7302,4262,13.76
610,1560,3227,7.73
611,2490,703,3.11
612,1354,6553,9.56
613,5449,6927,13.58
614,567,5875,12.05
615,4662,4767,6.69
616,6709,4317,18.72
617,8756,5736,15.39
618,9779,3362,4.03
619,796,1132,18.08
620,1685,2378,7.14
621,4891,1611,13.04
622,6938,9200,3.55
623,8985,4534,10.09
624,1121,3338,19.73
625,1274,352,3.98
626,1468,10027,18.17
627,5216,9327,9.32
628,5369,9077,13.61
629,5563,10636,14.75
630,7263,9119,17.71
631,2134,10771,3.69
632,575,191,10.66
633,4670,6824,9.35
634,6717,5535,1.7
635,8764,10377,8.16
636,9787,2699,19.77
637,1446,2387,2.15
638,2093,9937,2.87
639,5541,429,15.24
640,394,7727,3.72
641,4489,9430,13.58
642,6536,9481,4.47
643,8583,6253,2.78
644,9606,106,12.61
645,10629,1368,14.47
646,1429,2773,1.5
647,5524,6990,18.31
648,231,7716,14.41
649,283,5815,9.02
650,4326,7655,1.73
651,4378,4104,11.68
652,6373,9064,6.41
653,6425,1777,16.72
654,8420,7811,0.03
655,8472,10031,10.06
656,9443,9016,10.85
657,9495,3136,15.63
658,10466,696,19.36
659,10518,7250,7.08
660,10977,9084,0.39
661,11029,7208,3.61
662,1475,10684,5.18
663,5570,4602,5.83
664,1791,2405,4.13
665,2304,4273,6.01
666,608,3907,17.07
667,4703,2392,10.28
668,6750,10289,1.63
669,8797,7057,18.52
670,441,8097,17.21
671,958,1320,0.24
672,4536,7833,9.68
673,5053,3427,1.76
674,6583,5734,6.26
675,7100,218,3.17
676,8630,8163,3.85
677,9653,8488,4.72
678,2468,9912,14.93
679,1634,673,1.25
680,1500,1464,9.4
681,5595,10623,7.28
682,1858,10635,13.74
683,1392,6321,15.58
684,5487,2133,12.42
685,2436,5887,15.66
686,1244,3651,5.82
687,1949,5245,9.67
688,5339,35,11.3
689,2443,9078,7.69
690,136,5282,4.4
691,1171,7531,14.47
692,4231,6540,15.36
693,5266,847,1.54
694,6278,1732,10.95
695,7313,3019,14.28
696,8325,8401,12.67
697,9348,10047,12.28
698,10371,4020,19.29
699,10882,8207,15.9
700,810,8479,8.51
701,1077,9353,18.54
702,4905,1254,15.66
703,5172,6411,10.65
704,6952,10388,1.42
705,7219,6157,11.08
706,8999,1224,17.76
707,32,1214,17.64
708,4127,923,15.37
709,6174,6609,13.29
710,8221,6003,14.09
711,9244,10063,8.17
712,10267,3656,8.35
713,10778,1144,5.22
714,11289,11080,3.93
715,11416,11080,7.78
716,1043,10662,12.47
717,1945,2711,6.94
718,5138,56,19.67
719,7185,10038,11.21
720,716,1066,15.95
721,4811,7796,2.21
722,6858,5014,18.43
723,8905,2851,10.32
724,2348,9029,10.19
725,897,1248,0.66
726,4992,9207,0.78
727,7039,7928,8.92
728,9086,1019,2.4
729,1007,3623,5.36
730,1180,4039,0.22
731,5102,10743,15.9
732,5275,872,0.14
733,7149,8890,19.49
734,7322,5285,9.03
735,339,9277,16.27
736,4434,6301,7.82
737,6481,2853,2.17
738,8528,8611,10.87
739,9551,4413,7.04
740,10574,6341,15.88
741,2494,2883,18.28
742,1801,8826,4.48
743,1176,8237,0.59
744,5271,10299,10.81
745,7318,10291,0.07
746,219,2691,3.98
747,1680,3009,15.09
748,4314,10699,10.89
749,6361,9312,11.03
750,8408,2738,11.53
751,9431,1594,19.75
752,10454,5638,11.43
753,10965,3758,19.48
754,855,9524,7.17
755,4950,2489,0.87
756,6997,6073,11.98
757,9044,3973,19.77
758,622,9696,7.83
759,1279,3832,10.93
760,4717,7786,17.18
761,5374,2182,8.06
762,6764,4761,18.59
763,8811,4053,0.65
764,2107,783,5.08
765,731,647,10.58
766,1442,5232,15.29
767,4826,4573,15.24
768,5537,6414,11.93
769,6873,2828,9.61
770,8920,7122,15.18
771,1689,9724,1.87
772,1935,9402,18.9
773,1119,2106,2.23
774,5214,11023,12.37
775,7261,1335,14.89
776,513,4030,11.56
777,1022,8932,5.61
778,1730,11050,2.49
779,4608,7167,16.93
780,5117,3336,19.19
781,6655,10001,12.31
782,7164,4227,1.07
783,8702,1428,9.62
784,9725,216,13.09
785,962,2377,2.1
786,5057,9840,2.14
787,7104,9799,1.66
788,514,8598,12.3
789,4609,8413,18.72
790,6656,4576,4.97
791,8703,106,6.03
792,9726,5334,9.84
793,453,246,12.69
794,693,1172,12.47
795,4548,8917,2.73
796,4788,3109,19.74
797,6595,1075,10.44
798,6835,3553,0.62
799,8642,2204,17.93
800,8882,9890,15.09
801,9665,1174,5.28
802,114,53,4.62
803,348,1558,0.15
804,1407,6879,1.36
805,4209,5402,4.47
806,4443,7348,12.64
807,5502,1991,19.97
808,6256,5062,5.59
809,6490,370,6.55
810,8303,5973,14.05
811,8537,10025,7.97
812,9326,3208,4.93
813,9560,4088,1.95
814,10349,4294,12.73
815,10583,287,4.37
816,10860,173,8.44
817,128,699,0.97
818,630,603,2.51
819,1821,5164,18.89
820,4223,3670,16.32
821,4725,1005,0.07
822,6270,8312,14.49
823,6772,4241,14.65
824,8317,5771,7.92
825,8819,4716,18.63
826,9340,4287,2.64
827,10363,5620,2.58
828,10874,1438,5.19
829,2292,10122,15.4
830,292,1343,5.87
831,2332,1182,13.0
832,4387,10368,14.17
833,6434,8326,12.31
834,8481,9252,6.24
835,9504,716,7.72
836,10527,8212,10.63
837,11038,4933,12.45
838,647,8694,0.8
839,1562,9517,3.14
840,4742,2441,12.51
841,6789,5228,9.45
842,8836,10601,6.93
843,700,9730,6.65
844,4795,439,3.99
845,6842,9778,15.92
846,8889,3816,6.54
847,1000,6755,1.07
848,2172,4977,1.51
849,5095,391,18.98
850,7142,7132,7.14
851,353,9596,4.82
852,4448,6875,7.32
853,6495,10876,15.78
854,8542,134,13.86
855,9565,4780,1.37
856,10588,605,1.32
857,1161,1851,12.68
858,1808,7467,9.07
859,5256,2830,18.22
860,7303,8819,4.59
861,1476,8563,3.19
862,1905,5442,19.33
863,5571,4077,18.64
864,1207,6233,0.11
865,5302,3853,14.31
866,1194,5983,10.85
867,1245,1116,17.47
868,1983,733,14.19
869,5289,3885,12.35
870,5340,447,6.97
871,7336,6912,1.22
872,1185,4920,0.54
873,5280,9005,19.3
874,7327,4420,1.82
875,179,2928,0.86
876,4274,4732,19.95
877,6321,7912,11.27
878,8368,7608,14.57
879,9391,6578,15.41
880,10414,873,1.62
881,10925,1880,12.05
882,1273,5618,14.35
883,2385,812,4.24
884,5368,9365,11.45
885,19,3740,19.28
886,4114,9022,3.25
887,6161,4241,8.35
888,8208,10498,9.31
889,9231,5530,1.77
890,10254,10575,9.75
891,10765,6516,9.32
892,11276,6375,9.34
893,11403,6852,13.56
894,1311,6049,13.67
895,1335,8755,17.67
896,1938,644,12.76
897,5406,194,3.45
898,5430,9011,10.64
899,72,2572,11.19
900,1563,1146,16.74
901,1898,9740,17.32
902,2193,7846,18.54
903,4167,5791,16.41
904,6214,6024,4.91
905,8261,6709,5.57
906,9284,6487,1.6
907,10307,7235,0.23
908,10818,1199,10.07
909,11329,2173,9.3
910,727,8232,6.08
911,4822,3332,11.72
912,6869,345,7.95
913,8916,9944,5.53
914,335,7802,13.54
915,4430,3119,7.42
916,6477,169,19.24
917,8524,8507,18.74
918,9547,4343,2.82
919,10570,5955,5.04
920,2133,7294,10.42
921,875,7106,12.6
922,4970,2614,5.68
923,7017,7955,14.46
924,9064,5228,3.61
925,285,5489,18.49
926,1447,1593,18.84
927,4380,3119,11.51
928,5542,407,9.13
929,6427,1913,9.81
930,8474,10420,4.23
931,9497,2754,12.06
932,10520,3041,11.14
933,11031,10729,3.02
934,129,9591,17.14
935,2368,7773,18.44
936,4224,5731,16.18
937,6271,5554,1.38
938,8318,9438,0.68
939,9341,6944,0.39
940,10364,2493,1.24
941,10875,7112,0.18
942,598,1421,12.23
943,1246,7494,10.68
944,4693,7212,12.79
945,5341,2814,6.92
946,6740,10799,16.31
947,8787,1845,7.64
948,9810,4604,18.44
949,497,4112,1.62
950,4592,3303,4.82
951,6639,3503,17.02
952,8686,3446,19.92
953,9709,563,5.3
954,1826,1932,1.45
955,324,9377,19.91
956,4419,5002,5.22
957,6466,10636,19.94
958,8513,1297,11.84
959,9536,6790,5.5
960,10559,6070,18.04
961,188,9710,13.16
962,1830,7471,7.67
963,4283,10045,7.27
964,6330,1221,9.16
965,8377,10681,8.53
966,9400,2799,19.57
967,10423,1548,15.18
968,10934,4211,12.29
969,757,10439,16.94
970,4852,4675,11.2
971,6899,6000,0.33
972,8946,5171,5.49
973,701,10871,1.25
974,1182,4241,14.37
975,4796,4993,1.76
976,5277,1057,4.2
977,6843,8518,3.95
978,7324,7695,17.3
979,8890,2775,13.05
980,2297,5715,12.22
981,106,5729,14.82
982,4201,1787,11.59
983,6248,4631,6.84
984,8295,5146,5.72
985,9318,463,7.01
986,10341,6984,1.73
987,10852,6129,9.87
988,148,9083,12.01
989,898,6161,19.34
990,4243,1936,19.37
991,4993,3576,14.01
992,6290,6004,11.92
993,7040,4009,0.28
994,8337,10999,18.02
995,9087,6014,19.97
996,9360,4137,17.26
997,10383,2226,8.22
998,10894,5061,0.82
999,1471,9356,1.63
1000,2061,9835,3.51
1001,2449,2516,12.08
1002,5566,3799,17.9
1003,1575,5025,11.45
1004,845,5651,16.43
1005,4940,6509,9.19
1006,6987,6042,6.73
1007,9034,594,5.14
1008,710,1397,17.12
1009,4805,10061,19.06
1010,6852,571,7.96
1011,8899,9310,19.79
1012,137,4862,4.33
1013,1510,8581,4.14
1014,4232,8013,19.61
1015,6279,8259,15.39
1016,8326,6917,15.98
1017,9349,1458,5.14
1018,10372,9939,13.9
1019,10883,8837,17.73
1020,778,554,11.79
1021,944,8873,4.39
1022,4873,7833,17.24
1023,5039,2211,8.14
1024,6920,4878,19.43
1025,7086,6033,15.93
1026,8967,3964,7.83
1027,1650,9895,5.43
1028,2144,7685,12.76
1029,2108,1320,13.57
1030,1859,415,3.01
1031,1768,7128,15.03
1032,1368,9308,18.55
1033,5463,1430,17.19
1034,821,10147,19.63
1035,4916,1899,18.18
1036,6963,380,8.86
1037,9010,1250,4.66
1038,2256,9206,8.76
1039,1666,7887,4.59
1040,1155,235,8.34
1041,5250,230,17.06
1042,7297,2253,9.08
1043,739,7359,18.91
1044,4834,8278,17.66
1045,6881,2035,5.31
1046,8928,8658,1.89
1047,449,1539,8.15
1048,4544,6940,17.91
1049,6591,6745,6.89
1050,8638,10065,9.78
1051,9661,8142,3.83
1052,599,8472,4.66
1053,4694,9800,14.1
1054,6741,9809,5.87
1055,8788,9154,4.66
1056,9811,7765,15.79
1057,155,9511,18.1
1058,4250,10683,1.72
1059,6297,6118,9.82
1060,8344,8958,11.05
1061,9367,3877,1.68
1062,10390,4161,12.37
1063,10901,10790,19.88
1064,591,670,6.38
1065,980,4625,2.41
1066,4686,3951,8.28
1067,5075,65,15.72
1068,6733,10168,4.21
1069,7122,3473,18.56
1070,8780,7835,14.73
1071,9803,6346,12.84
1072,1615,5543,11.31
1073,431,3702,19.34
1074,501,9311,5.67
1075,4526,10082,13.61
1076,4596,7625,7.68
1077,6573,9622,3.43
1078,6643,2923,15.99
1079,8620,2324,12.92
1080,8690,6707,1.53
1081,9643,6386,12.8
1082,9713,5330,9.49
1083,2224,10418,5.15
1084,553,5322,12.38
1085,2411,7355,8.95
1086,4648,2830,18.58
1087,6695,9816,12.48
1088,8742,5263,9.86
1089,9765,517,15.06
1090,1879,6958,17.35
1091,466,5150,14.22
1092,4561,1855,14.0
1093,6608,13,18.1
1094,8655,5793,17.78
1095,9678,9816,14.89
1096,88,843,2.9
1097,4183,5552,1.18
1098,6230,8891,16.35
1099,8277,7693,0.08
1100,9300,10512,14.25
1101,10323,8101,10.06
1102,10834,3673,2.84
1103,11345,7997,3.37
1104,2120,7630,18.47
1105,705,6225,0.55
1106,4800,5108,4.25
1107,6847,7634,15.85
1108,8894,10070,2.95
1109,2196,236,13.28
1110,321,2850,5.77
1111,4416,7515,10.22
1112,6463,5876,2.15
1113,8510,10618,8.97
1114,9533,4219,11.01
1115,10556,6851,8.54
1116,380,3191,3.07
1117,502,10085,1.44
1118,1734,7127,19.74
1119,1835,148,2.1
1120,4475,5410,2.31
1121,4597,1319,4.93
1122,6522,9749,12.84
1123,6644,6470,19.62
1124,8569,1799,17.3
1125,8691,9334,12.0
1126,9592,5377,12.32
1127,9714,7025,6.17
1128,10615,7205,6.25
1129,184,6899,3.25
1130,4279,10603,5.54
1131,6326,5843,15.91
1132,8373,4466,12.42
1133,9396,10016,12.77
1134,10419,5464,10.81
1135,10930,2541,10.42
1136,1225,10231,0.7
1137,1848,4625,19.47
1138,5320,6918,3.75
1139,345,809,16.01
1140,1081,8730,10.43
1141,4440,2818,14.04
1142,5176,8354,12.95
1143,6487,10970,19.73
1144,7223,10856,18.37
1145,8534,7397,11.38
1146,9557,9455,10.85
1147,10580,1806,3.69
1148,120,4838,12.42
1149,4215,8909,2.8
1150,6262,3330,1.51
1151,8309,5347,3.52
1152,9332,4866,13.19
1153,10355,10952,18.88
1154,10866,8528,0.01
1155,109,7828,10.32
1156,4204,5223,15.98
1157,6251,6527,10.72
1158,8298,10250,19.95
1159,9321,2497,2.58
1160,10344,10808,9.41
1161,10855,4868,15.53
1162,1146,6336,10.36
1163,2477,9808,17.07
1164,5241,6942,11.17
1165,7288,10249,18.6
1166,877,9867,12.88
1167,4972,6218,17.25
1168,7019,7082,11.89
1169,9066,704,10.65
1170,1824,5273,15.42
1171,1746,4829,17.13
