order_id,order_date,customer_id,shipping_method_id,dest_address_id
47,2022-12-25 03:36:41,1683,1,14
48,2022-05-24 04:10:15,1739,4,14
49,2023-01-21 08:54:51,1792,3,14
50,2022-12-18 22:00:00,1654,2,15
51,2024-04-01 11:56:31,27,3,16
52,2022-07-09 15:03:55,759,3,16
53,2023-01-18 20:55:48,168,2,17
54,2024-09-08 08:15:11,472,2,17
55,2024-01-29 02:36:25,547,3,17
56,2024-09-12 09:25:15,1013,3,17
57,2024-01-13 21:42:21,1282,2,17
58,2023-10-23 01:47:21,1530,3,17
59,2022-06-23 16:48:34,1911,2,17
60,2023-03-15 01:26:45,1963,4,17
61,2024-12-14 06:21:13,758,4,18
62,2024-10-04 21:52:26,1663,4,18
63,2023-04-25 08:35:35,1957,4,18
64,2024-07-14 00:34:21,1184,4,19
65,2024-10-06 15:42:26,113,3,20
66,2024-03-07 15:27:08,523,2,20
67,2023-01-03 18:23:57,934,2,20
68,2023-12-08 04:40:52,1127,2,20
69,2022-02-16 05:31:06,1282,3,20
70,2024-06-05 00:53:06,96,1,21
71,2024-06-01 01:19:21,169,3,21
72,2024-07-02 03:19:57,248,1,21
73,2023-03-21 13:35:01,748,2,21
74,2025-01-21 22:15:53,749,4,21
75,2023-08-12 22:56:38,1722,3,21
76,2024-07-20 05:43:23,1817,3,21
77,2022-05-22 08:24:46,1853,2,21
78,2023-10-30 22:30:12,1873,4,21
79,2022-09-20 02:01:05,539,2,22
80,2024-08-09 13:59:02,1123,2,22
81,2022-07-04 17:41:57,1400,2,22
82,2022-08-03 04:35:45,1403,3,22
83,2025-01-10 10:11:52,1563,4,22
84,2022-09-11 18:33:46,75,1,23
85,2022-05-22 07:04:54,98,2,23
86,2022-07-14 01:39:20,1989,2,23
87,2025-01-19 01:53:27,479,1,24
88,2023-08-23 07:11:37,302,1,25
89,2022-02-28 09:49:58,380,3,25
90,2024-09-11 12:14:50,396,4,25
91,2023-03-30 10:22:25,835,3,25
92,2023-10-06 01:02:21,981,1,25
93,2022-09-23 08:33:14,160,1,26
94,2022-05-23 19:20:28,654,3,26
95,2022-04-29 12:39:52,1442,2,26
96,2024-01-31 04:43:21,1751,2,26
97,2022-01-31 09:55:05,1015,4,27
98,2022-04-10 12:06:34,1474,2,27
99,2022-11-12 06:59:04,1613,4,27
100,2023-05-24 09:53:14,357,3,28
101,2022-02-15 15:09:56,944,2,28
102,2023-04-10 17:19:57,1047,1,28
103,2023-07-02 10:59:38,543,2,29
104,2023-06-22 15:03:41,660,2,29
105,2023-12-03 05:23:22,1931,3,29
106,2023-09-06 01:00:51,269,1,30
107,2024-01-21 04:55:55,439,1,30
108,2024-05-14 22:45:07,886,2,30
109,2023-12-17 14:04:09,312,3,31
110,2022-05-11 00:43:00,376,3,31
111,2022-07-23 17:09:37,409,1,31
112,2022-10-31 17:46:02,1113,3,31
113,2023-03-23 01:18:19,1489,2,31
114,2022-03-01 19:03:40,231,3,32
115,2022-07-20 00:34:53,109,4,33
116,2024-05-15 17:39:53,681,2,33
117,2022-07-27 04:34:04,938,1,33
118,2022-11-15 09:58:30,1605,4,33
119,2023-11-25 14:35:02,1896,1,33
120,2022-09-09 05:29:17,311,2,34
121,2023-05-30 07:11:09,523,3,34
122,2024-01-05 01:18:31,1049,4,34
123,2022-12-18 18:21:33,1083,3,34
124,2024-08-23 11:13:06,1096,4,34
125,2024-01-07 10:04:56,1475,2,34
126,2023-12-18 04:45:59,1650,2,34
127,2022-07-23 09:59:22,1723,1,34
128,2023-05-13 13:04:22,232,4,35
129,2024-04-26 00:38:49,257,4,35
130,2023-03-17 00:48:19,1244,2,35
131,2023-06-24 19:38:56,1557,1,35
132,2023-09-07 16:14:53,1650,3,35
133,2022-02-13 22:02:25,1716,4,35
134,2023-07-25 18:42:11,1810,4,35
135,2023-01-23 23:09:52,1899,4,35
136,2024-07-21 17:58:01,205,2,36
137,2024-06-02 23:03:40,275,1,36
138,2023-06-13 22:37:33,1253,3,36
139,2024-03-03 16:30:41,1303,3,36
140,2022-08-28 00:15:11,1709,4,37
141,2023-05-01 10:22:35,1805,2,37
142,2022-10-23 13:02:35,1844,2,37
143,2024-11-05 20:36:00,1053,3,38
144,2023-04-11 20:10:53,1087,2,38
145,2023-01-16 16:12:45,1164,2,38
146,2023-10-06 16:34:38,1965,3,38
147,2024-07-21 11:13:16,60,4,39
148,2024-02-07 02:10:41,270,2,39
149,2023-05-16 22:33:44,1768,4,39
150,2022-08-06 11:15:00,828,2,41
151,2023-05-27 20:51:22,1174,3,41
152,2024-09-18 17:11:04,1342,4,41
153,2024-06-08 04:58:03,1499,2,41
154,2022-04-08 21:53:33,1763,3,41
155,2022-08-09 21:25:09,290,4,42
156,2024-07-08 04:06:01,999,1,42
157,2024-10-31 15:18:15,1732,1,42
158,2022-08-18 00:02:39,1797,1,42
159,2022-11-04 17:16:15,745,3,43
160,2022-10-22 01:55:03,1765,4,43
161,2023-02-26 11:09:43,551,1,44
162,2024-02-14 12:59:23,754,4,44
163,2024-05-11 12:30:57,1313,3,44
164,2023-03-08 11:03:44,1329,1,44
165,2022-08-26 11:42:26,1626,3,44
166,2023-02-27 13:02:57,453,2,45
167,2022-07-29 08:44:07,561,1,45
168,2024-11-29 10:41:49,1001,4,45
169,2023-08-18 14:47:39,1275,3,45
170,2023-03-02 02:59:08,1314,2,45
171,2022-11-26 05:44:46,1932,3,46
172,2022-02-02 20:28:33,345,1,47
173,2024-01-10 11:29:32,395,3,47
174,2023-02-12 20:14:20,419,3,47
175,2024-06-06 03:16:46,559,1,47
176,2024-07-22 10:19:32,1149,2,47
177,2024-02-24 08:50:28,1445,2,47
178,2024-03-31 13:13:18,1844,1,47
179,2023-10-22 13:48:39,244,4,48
180,2023-07-15 09:34:47,1182,3,48
181,2022-05-05 19:53:07,1259,2,48
182,2023-02-11 13:46:19,1405,4,48
183,2024-07-08 20:52:00,1544,2,48
184,2023-04-17 18:41:25,308,3,49
185,2023-04-24 09:29:09,1145,4,49
186,2022-09-14 22:11:15,1163,1,49
187,2023-01-05 10:21:36,1745,4,49
188,2022-05-01 07:19:07,264,1,50
189,2024-08-02 07:59:09,422,2,50
190,2022-08-17 00:01:48,1980,2,50
191,2025-01-06 10:52:06,41,1,51
192,2022-02-24 00:23:55,71,1,51
193,2024-02-01 15:55:31,349,4,51
194,2023-10-01 21:09:37,403,3,51
195,2023-11-29 04:53:13,1202,2,51
196,2023-12-22 08:34:40,427,4,52
197,2023-09-28 09:09:52,824,2,52
198,2024-09-29 11:05:36,974,1,52
199,2024-12-12 18:27:38,15,4,53
200,2022-10-07 21:04:50,631,4,53
201,2024-06-14 04:33:20,862,2,53
202,2022-02-18 02:59:58,1582,4,53
203,2022-11-13 02:09:24,388,4,54
204,2024-09-13 00:08:57,690,1,54
205,2022-12-19 17:35:33,749,2,54
206,2024-06-25 07:05:06,61,3,55
207,2023-11-30 10:27:03,623,1,55
208,2023-06-12 00:58:13,674,2,55
209,2022-08-25 06:32:49,990,1,55
210,2023-09-27 05:49:40,1710,3,55
211,2024-08-15 13:58:36,1632,3,56
212,2022-08-23 07:16:38,1840,1,56
213,2025-01-06 22:38:37,1968,4,56
214,2025-01-06 14:54:06,1100,3,57
215,2024-08-09 17:30:34,1560,4,57
216,2022-10-24 16:43:56,1642,1,57
217,2022-05-31 02:29:53,410,3,58
218,2024-12-06 03:02:32,1341,1,58
219,2022-06-09 21:29:11,220,2,59
220,2024-05-15 07:01:49,593,1,59
221,2023-07-14 22:22:01,607,2,59
222,2023-03-31 11:52:07,629,3,59
223,2022-04-15 10:22:19,754,2,59
224,2024-08-30 04:25:09,1234,3,59
225,2024-06-19 00:47:06,1456,2,59
226,2023-04-25 09:18:47,338,3,60
227,2024-03-12 12:03:00,1267,3,60
228,2024-05-02 11:18:02,615,2,61
229,2025-01-16 20:25:51,1565,4,61
230,2022-04-17 08:38:57,14,3,63
231,2023-07-22 14:37:38,189,3,63
232,2024-05-10 18:14:40,604,3,63
233,2022-03-31 09:09:56,1182,1,63
234,2022-11-11 20:07:01,1668,2,63
235,2023-08-14 21:54:05,480,2,64
236,2023-06-07 05:14:33,953,3,64
237,2025-01-17 08:39:55,1037,2,64
238,2024-06-17 07:37:28,1109,3,64
239,2022-10-08 05:02:49,1111,4,64
240,2022-11-14 13:26:25,1365,1,64
241,2025-01-20 04:06:38,1891,2,64
242,2023-08-27 15:18:26,589,2,65
243,2022-05-12 00:00:37,1554,1,65
244,2022-05-15 16:36:05,519,1,66
245,2022-03-20 13:30:05,1654,2,66
246,2022-03-15 21:16:58,1920,3,66
247,2023-05-06 05:01:52,382,4,67
248,2024-02-17 10:12:58,446,1,67
249,2022-10-25 14:59:45,608,2,67
250,2023-10-04 11:08:40,811,1,67
251,2023-06-27 14:57:04,1533,1,67
252,2024-11-11 01:56:29,1547,4,67
253,2023-06-16 08:29:32,1879,4,67
254,2023-04-29 10:03:03,595,2,68
255,2024-06-30 04:42:20,602,4,68
256,2023-12-12 09:06:57,1276,2,68
257,2023-12-11 21:01:19,1394,2,68
258,2022-11-14 15:32:28,1799,3,68
259,2023-06-19 20:15:17,164,1,69
260,2023-06-11 15:08:22,1162,3,69
261,2023-08-29 19:31:40,1695,2,69
262,2024-12-25 04:56:17,362,3,70
263,2024-03-12 00:14:45,1586,2,70
264,2024-04-09 18:23:40,342,1,71
265,2023-11-16 21:27:06,1421,4,71
266,2024-08-16 12:12:06,850,1,73
267,2024-06-10 00:56:02,1149,3,73
268,2023-03-08 14:05:49,1953,1,73
269,2024-12-05 05:36:21,689,3,74
270,2024-06-13 13:48:19,936,1,74
271,2023-08-21 06:01:00,1116,2,74
272,2024-06-19 00:14:14,1239,1,74
273,2023-07-23 08:31:39,1361,2,74
274,2022-10-30 02:03:30,513,2,75
275,2023-02-22 20:31:44,689,1,75
276,2023-09-26 21:41:42,866,4,75
277,2023-02-16 21:36:52,1754,1,75
278,2024-03-30 09:35:08,1886,3,75
279,2023-12-06 21:46:01,647,4,76
280,2022-12-04 01:28:08,1036,3,76
281,2024-08-06 10:10:26,1208,4,76
282,2023-06-29 22:15:06,1475,1,76
283,2023-06-01 05:23:06,189,1,77
284,2022-11-14 08:13:19,680,2,77
285,2022-03-23 21:55:05,256,2,78
286,2023-11-15 16:37:00,385,3,78
287,2025-01-01 08:37:20,997,1,78
288,2022-08-25 00:26:33,1513,3,78
289,2024-09-07 12:58:42,1928,1,78
290,2024-08-27 12:46:17,509,2,79
291,2023-09-22 16:01:19,728,1,79
292,2024-04-21 07:38:31,234,4,80
293,2022-09-14 11:10:01,519,1,80
294,2023-01-15 09:33:51,570,4,80
295,2022-11-10 19:23:12,1089,2,80
296,2022-06-01 04:26:24,1351,1,80
297,2024-07-25 16:02:56,1593,2,80
298,2024-06-18 11:08:08,1713,4,80
299,2024-02-28 05:18:26,1898,3,80
300,2022-04-15 10:47:13,850,4,81
301,2022-06-08 23:21:10,851,3,81
302,2024-02-18 20:47:23,1004,4,81
303,2025-01-21 02:59:54,1275,3,81
304,2024-04-30 00:01:49,1541,2,81
305,2023-02-28 07:45:39,1622,2,81
306,2022-07-06 13:21:09,343,1,82
307,2023-09-16 02:01:09,618,3,82
308,2022-04-09 00:21:35,723,3,82
309,2023-03-04 22:50:01,1633,1,82
310,2023-04-18 08:46:02,505,3,83
311,2023-06-21 19:14:37,675,3,83
312,2022-09-24 08:53:28,1003,4,83
313,2022-01-24 05:54:38,1510,2,83
314,2022-01-28 18:26:59,1824,4,83
315,2022-04-22 19:30:58,85,2,84
316,2023-07-27 22:55:44,650,3,84
317,2024-07-02 06:10:18,1214,3,84
318,2024-11-04 17:04:17,1441,1,84
319,2022-12-26 14:58:50,1725,4,84
320,2023-07-17 21:09:32,158,4,85
321,2023-11-13 13:21:47,306,3,85
322,2025-01-12 01:38:05,352,1,85
323,2023-04-04 16:57:38,1792,3,85
324,2024-01-06 05:42:32,263,4,86
325,2024-05-24 13:59:28,409,3,86
326,2024-10-30 08:37:19,796,3,86
327,2023-08-30 00:04:03,1728,1,86
328,2024-07-01 05:51:14,966,3,87
329,2023-12-24 00:47:01,1067,1,87
330,2024-07-10 20:22:30,1701,3,87
331,2024-08-13 06:14:31,505,3,88
332,2024-06-05 17:23:30,55,2,89
333,2023-01-14 20:26:04,523,4,89
334,2022-04-17 01:53:50,1775,3,89
335,2023-08-13 06:18:15,252,2,90
336,2022-06-29 16:52:36,914,4,90
337,2022-04-05 10:05:05,1197,4,90
338,2024-12-01 01:53:16,1510,2,90
339,2023-07-20 03:16:23,216,3,91
340,2024-08-03 07:22:12,1281,1,91
341,2023-09-16 00:44:18,1662,3,91
342,2024-07-22 05:52:00,1715,3,91
343,2024-08-25 18:59:20,72,2,92
344,2024-10-19 06:09:36,115,4,92
345,2023-10-14 04:18:36,310,2,92
346,2024-02-15 12:37:00,1452,3,92
347,2024-09-29 19:05:55,1834,3,92
348,2024-07-05 19:29:23,231,4,93
349,2023-06-07 16:35:19,1923,2,93
350,2023-01-14 05:56:37,976,3,94
351,2022-03-27 21:47:57,1027,4,94
352,2022-07-31 10:51:40,53,2,95
353,2024-04-27 20:20:16,238,1,95
354,2024-05-09 10:50:19,836,3,95
355,2024-04-07 09:03:44,14,3,96
356,2022-04-24 12:48:12,519,4,96
357,2024-12-10 03:52:26,987,2,96
358,2023-07-20 16:32:30,1247,3,96
359,2024-05-24 01:35:49,1282,2,96
360,2022-12-26 11:38:04,1312,1,96
361,2024-08-05 00:51:05,1898,3,96
362,2022-11-13 17:38:11,1975,3,96
363,2023-07-28 01:35:56,91,2,97
364,2022-06-16 01:49:05,795,3,97
365,2024-12-12 06:19:22,1069,3,97
366,2022-05-13 17:56:14,1176,3,97
367,2022-10-22 06:04:27,1309,3,97
368,2024-06-23 12:08:36,1567,4,97
369,2022-04-06 18:13:32,1640,4,97
370,2022-02-12 07:09:52,1809,1,97
371,2024-04-10 06:15:42,492,1,98
372,2024-08-10 16:39:38,549,1,98
373,2023-07-22 06:21:47,602,4,98
374,2024-06-21 05:07:16,1584,1,98
375,2024-05-30 02:12:20,1322,3,99
376,2024-01-01 05:58:57,1128,4,100
377,2022-09-30 07:59:08,1648,4,100
378,2023-08-09 12:03:16,1292,3,101
379,2024-03-12 23:19:55,1794,4,101
380,2024-09-28 08:59:02,307,1,102
381,2023-10-14 18:52:34,878,3,102
382,2024-09-01 23:57:39,1100,3,102
383,2023-02-12 07:32:18,1550,2,102
384,2024-08-05 09:45:10,1598,3,102
385,2024-09-15 07:37:35,642,1,103
386,2022-07-09 19:17:39,174,1,104
387,2024-12-10 20:07:22,903,4,104
388,2024-09-14 02:51:12,143,1,105
389,2022-04-26 03:16:43,502,2,105
390,2024-02-01 22:46:58,540,2,105
391,2022-04-05 05:32:04,1085,3,105
392,2022-07-21 06:16:36,946,3,106
393,2023-08-03 07:36:51,1600,3,106
394,2022-08-18 02:20:52,187,1,107
395,2022-01-28 10:15:03,959,3,107
396,2023-03-19 15:48:07,1180,4,107
397,2022-10-20 02:09:03,1691,1,107
398,2022-09-22 04:49:04,1714,4,108
399,2024-12-25 10:21:02,1718,3,108
400,2023-08-18 19:28:10,1345,4,109
401,2022-07-14 22:56:05,1493,3,109
402,2022-12-01 06:42:12,825,3,111
403,2025-01-10 03:07:17,1247,1,111
404,2022-09-20 09:08:34,1706,2,111
405,2022-11-04 11:47:25,105,2,112
406,2024-12-20 07:54:03,118,4,112
407,2022-04-19 06:10:09,544,1,112
408,2024-05-01 08:16:35,1360,3,112
409,2024-01-30 15:53:55,1369,4,114
410,2024-12-25 21:45:11,1027,3,115
411,2023-06-09 16:23:21,1577,3,115
412,2024-11-14 05:47:13,1966,3,115
413,2024-01-23 20:37:13,27,3,116
414,2022-10-11 13:52:07,408,1,116
415,2023-08-19 16:05:23,459,4,116
416,2024-06-12 23:03:17,776,1,116
417,2023-04-13 15:24:16,1737,1,116
418,2023-09-25 23:21:28,33,2,117
419,2024-11-07 03:19:37,397,4,117
420,2024-01-09 07:09:32,714,4,117
421,2022-03-12 20:14:48,1854,4,117
422,2024-11-30 18:25:34,619,4,118
423,2024-02-11 10:02:50,1232,4,118
424,2023-05-03 11:13:51,605,1,119
425,2024-10-14 13:07:51,1570,4,120
426,2023-05-20 14:34:30,1813,4,120
427,2022-08-12 00:54:53,1359,2,121
428,2023-08-08 16:22:30,1580,2,121
429,2022-05-16 01:03:35,1757,3,121
430,2023-01-18 02:55:48,91,2,122
431,2022-12-30 08:18:00,294,2,122
432,2024-12-03 21:29:51,956,4,122
433,2023-01-24 07:55:24,923,2,123
434,2024-04-25 15:14:05,1331,4,123
435,2022-11-17 12:19:08,1068,4,124
436,2023-04-08 11:07:01,1010,1,125
437,2022-08-09 14:31:08,340,3,126
438,2024-07-06 17:58:41,588,3,126
439,2024-10-07 05:04:51,958,2,126
440,2024-05-22 16:54:04,1449,1,126
441,2023-12-14 21:33:43,195,1,128
442,2025-01-09 03:44:14,1080,2,128
443,2022-05-02 07:07:04,1756,2,128
444,2024-07-09 15:46:23,1974,4,128
445,2024-05-14 05:47:48,67,4,129
446,2022-09-21 02:20:56,542,1,129
447,2022-10-27 02:37:48,1179,1,129
448,2024-07-07 14:59:50,1613,3,129
449,2022-11-17 07:26:50,287,3,130
450,2024-06-15 16:41:21,1552,4,130
451,2024-03-18 20:14:13,95,2,131
452,2023-05-18 04:28:08,794,2,131
453,2024-08-27 08:56:39,230,3,132
454,2023-07-06 19:53:16,423,4,132
455,2023-04-04 19:32:23,444,3,132
456,2022-09-17 10:25:54,969,2,132
457,2023-08-17 08:30:49,1632,2,132
458,2024-12-03 06:02:37,1783,2,132
459,2023-05-12 00:22:29,746,4,133
460,2023-12-09 10:53:50,959,2,133
461,2025-01-10 21:50:27,1071,4,133
462,2022-07-23 15:04:15,1314,4,133
463,2022-10-07 03:56:52,1731,2,133
464,2024-12-10 21:32:18,1752,2,133
465,2022-07-03 23:52:00,1969,1,133
466,2022-07-05 05:47:21,299,1,134
467,2023-07-17 01:21:48,1168,3,134
468,2022-02-15 07:58:15,1233,2,134
469,2024-12-07 05:20:37,1480,1,134
470,2022-01-29 15:57:35,53,4,135
471,2023-07-07 01:18:34,1010,4,135
472,2022-06-19 11:24:42,1133,3,135
473,2022-08-23 23:12:26,1230,4,135
474,2023-06-27 12:23:53,1785,3,135
475,2022-11-18 12:52:14,1830,3,135
476,2024-10-16 23:07:33,607,2,136
477,2024-08-06 21:43:25,1260,2,136
478,2024-09-04 22:47:17,1661,3,136
479,2024-12-10 07:37:39,1778,1,136
480,2023-03-30 22:00:04,454,3,137
481,2024-07-27 23:32:37,604,1,137
482,2023-02-13 19:29:18,1122,1,137
483,2022-07-25 00:33:08,1348,3,137
484,2025-01-09 13:16:00,500,4,138
485,2022-11-16 17:16:05,865,4,138
486,2022-11-04 02:51:46,1009,2,138
487,2023-07-16 05:08:54,1066,3,138
488,2022-01-28 10:13:23,120,2,139
489,2024-01-09 14:04:26,1521,2,139
490,2023-03-16 17:33:46,38,1,140
491,2023-02-11 01:12:00,827,4,140
492,2022-09-23 18:54:11,1401,1,140
493,2022-04-04 22:31:34,1934,3,140
494,2022-10-09 04:02:12,698,2,141
495,2024-10-02 04:07:56,970,3,142
496,2024-10-28 04:21:06,1820,2,142
497,2023-04-30 07:39:30,260,4,143
498,2024-03-20 20:30:57,357,4,143
499,2024-08-24 19:02:33,1250,3,144
500,2024-10-15 19:20:02,1885,2,144
501,2023-08-18 14:07:54,294,2,145
502,2024-04-06 08:39:49,307,2,145
503,2022-10-15 23:35:30,394,4,145
504,2025-01-17 20:26:25,1581,2,145
505,2024-04-05 18:12:32,1653,4,145
506,2024-12-23 04:10:23,1836,1,146
507,2024-08-30 21:34:35,1376,4,147
508,2024-04-08 22:33:43,1810,3,147
509,2022-08-06 04:39:28,18,3,148
510,2024-04-19 15:36:29,621,3,148
511,2023-10-15 00:48:16,1179,1,148
512,2022-09-03 04:58:48,1181,2,148
513,2024-02-14 01:33:01,227,3,149
514,2022-09-06 18:48:16,229,2,149
515,2024-04-18 17:29:58,649,2,149
516,2022-12-17 05:25:07,1160,3,149
517,2024-12-25 03:37:47,1185,2,149
518,2024-06-29 06:21:57,1807,1,149
519,2023-12-18 02:27:02,1842,2,149
520,2024-04-06 23:26:16,832,3,150
521,2022-10-29 01:26:03,1043,1,150
522,2022-09-18 18:28:32,1786,2,151
523,2024-08-01 12:17:46,1910,4,151
524,2022-02-13 05:30:59,444,1,152
525,2024-06-02 04:19:00,650,2,152
526,2024-05-04 18:32:11,679,1,152
527,2023-02-25 11:30:42,732,4,152
528,2022-03-31 14:03:52,813,4,152
529,2024-09-23 05:47:24,1514,1,152
530,2023-01-31 17:35:59,1820,3,152
531,2023-06-21 04:27:04,1136,3,153
532,2024-08-02 08:20:33,1428,1,153
533,2024-05-15 08:37:09,53,3,154
534,2022-03-13 02:50:55,1277,3,154
535,2024-10-18 10:43:14,1671,3,154
536,2024-11-06 20:13:13,1916,2,154
537,2023-06-06 09:52:11,659,3,155
538,2022-11-29 15:42:40,1091,3,155
539,2022-11-23 03:51:01,1314,4,155
540,2024-03-17 13:55:27,1672,3,155
541,2022-05-19 00:04:39,9,1,156
542,2023-09-24 06:19:26,1483,3,156
543,2023-11-22 09:37:21,1802,2,156
544,2023-10-22 16:05:07,16,1,157
545,2023-10-01 13:11:03,384,4,157
546,2023-05-29 19:54:10,596,2,157
547,2023-06-09 05:39:41,1192,2,157
548,2024-01-20 10:36:36,1466,3,157
549,2023-07-09 16:48:21,1926,1,157
550,2022-10-30 17:59:28,710,3,158
551,2023-07-08 08:44:53,1377,4,158
552,2024-10-09 14:27:49,1596,3,158
553,2024-07-01 14:14:41,296,4,159
554,2022-12-21 06:38:51,803,4,159
555,2023-05-17 08:16:14,1006,1,159
556,2023-10-18 11:28:52,1166,1,159
557,2022-03-12 09:52:23,889,3,160
558,2023-12-08 22:25:37,1133,4,160
559,2023-07-01 11:25:32,165,4,161
560,2023-06-14 01:24:32,69,1,162
561,2023-07-02 06:06:30,122,4,162
562,2024-11-15 17:32:55,656,3,162
563,2023-08-02 00:37:08,1587,4,162
564,2022-08-22 07:59:29,490,2,163
565,2022-04-30 12:26:12,1034,1,163
566,2024-11-25 06:32:29,1639,4,163
567,2022-08-17 22:31:38,181,3,165
568,2022-03-26 19:18:40,323,3,165
569,2023-03-16 06:20:11,1265,1,165
570,2024-03-17 04:45:46,1869,2,165
571,2022-07-27 19:37:55,712,1,166
572,2024-05-16 04:18:37,767,3,166
573,2022-05-26 11:22:39,1028,2,166
574,2022-08-25 19:32:53,1747,1,166
575,2024-03-04 15:11:07,185,1,167
576,2023-11-28 02:45:29,621,4,167
577,2023-02-06 21:54:19,900,4,167
578,2022-03-11 17:32:51,1177,4,167
579,2024-02-26 02:25:20,1517,1,167
580,2024-08-19 18:15:45,1097,3,168
581,2022-02-11 23:21:26,1298,4,168
582,2023-11-27 01:35:30,1451,2,168
583,2023-07-31 22:11:41,965,2,169
584,2022-04-30 09:32:35,841,1,170
585,2022-06-04 15:44:09,1025,1,170
586,2023-07-17 07:15:42,1344,2,170
587,2022-11-22 06:31:09,1448,2,170
588,2024-07-01 20:40:34,438,1,171
589,2024-12-06 08:20:44,488,4,171
590,2024-08-22 06:38:50,1409,1,171
591,2024-03-27 13:21:30,291,4,172
592,2022-03-01 12:09:04,406,4,172
593,2022-05-26 00:48:57,1064,3,172
594,2024-07-07 12:18:36,1086,1,172
595,2023-09-02 20:43:06,1604,3,172
596,2024-07-13 05:01:28,1791,3,172
597,2024-07-03 15:10:10,1102,3,173
598,2022-04-04 13:09:57,258,3,174
599,2024-10-01 03:47:46,289,4,175
600,2023-05-26 11:48:10,1540,2,175
601,2023-04-01 08:15:31,1793,3,175
602,2023-07-20 12:51:23,1865,3,175
603,2024-08-23 12:06:54,584,1,176
604,2024-09-30 04:38:44,825,1,176
605,2022-11-06 13:23:56,1216,1,176
606,2024-10-23 06:56:12,1415,1,176
607,2022-03-23 21:22:41,1949,1,176
608,2024-05-22 17:55:13,194,1,177
609,2022-11-05 14:15:07,582,2,177
610,2024-12-22 23:40:25,840,4,177
611,2022-05-29 19:41:59,1292,1,177
612,2023-05-19 03:24:04,1669,3,177
613,2022-12-15 17:29:35,26,2,178
614,2024-03-06 23:55:30,479,1,178
615,2024-04-08 19:18:29,505,1,178
616,2023-12-13 17:41:55,1140,1,178
617,2023-01-18 04:40:05,153,4,179
618,2023-10-12 11:34:35,566,2,179
619,2024-10-25 20:06:27,1326,4,179
620,2022-12-23 00:01:27,1647,3,179
621,2023-08-06 21:39:35,600,4,180
622,2024-12-30 13:29:16,222,2,181
623,2025-01-13 23:29:54,618,4,181
624,2022-03-04 23:14:55,944,2,181
625,2024-05-14 00:24:28,1104,4,181
626,2022-11-10 00:40:51,1967,1,181
627,2022-06-04 19:25:53,135,2,182
628,2024-10-09 13:14:21,468,2,182
629,2022-04-29 14:49:48,1736,1,182
630,2023-08-23 04:47:08,232,3,183
631,2022-09-13 15:37:38,319,1,183
632,2022-12-20 00:01:01,372,2,183
633,2024-07-03 13:50:37,547,3,183
634,2024-05-03 09:02:50,900,3,183
635,2022-04-22 09:28:18,1327,1,183
636,2024-03-10 12:42:28,706,2,184
637,2024-04-21 22:22:09,880,4,184
638,2024-07-18 08:48:44,975,4,184
639,2025-01-19 00:16:52,1200,2,184
640,2023-07-05 08:11:52,1661,3,184
641,2022-08-12 19:23:46,661,1,185
642,2022-07-07 16:54:58,1652,1,185
643,2022-09-08 13:00:39,711,4,186
644,2023-11-06 09:07:49,1114,4,186
645,2023-05-12 18:32:53,1871,3,186
646,2024-08-30 16:24:29,121,4,187
647,2023-10-26 10:59:16,235,1,187
648,2022-12-26 23:15:55,686,4,187
